SEQGEN14,PSTATABB,PNAME,ORISPL,GENID,NUMBLR,GENSTAT,PRMVR,FUELG1,NAMEPCAP,CFACT, GENNTAN , GENNTOZ ,GENERSRC,GENYRONL,GENYRRET,,
14762,NC,Turkey Branch Solar LLC,58670,TURKY,0,OP,PV,SUN,5.0,0.047," 2,060 ", 561 ,Distributed from 923 Generation And Fuel,2014,,,
14763,NC,Turkey Creek PV1,60000,TRKCK,0,P,PV,SUN,13.5,,,,,2016,,,
14764,NC,Turner Shoals,2735,1,0,OP,HY,WAT,2.7,0.273," 6,466 "," 2,302 ",Distributed from 923 Generation And Fuel,1996,,,
14765,NC,Turner Shoals,2735,2,0,OP,HY,WAT,2.7,0.273," 6,466 "," 2,302 ",Distributed from 923 Generation And Fuel,1996,,,
14766,NC,Tuxedo,2736,1,0,OP,HY,WAT,2.5,0.391," 8,563 "," 3,049 ",Distributed from 923 Generation And Fuel,1920,,,
14767,NC,Tuxedo,2736,2,0,OP,HY,WAT,2.5,0.391," 8,563 "," 3,049 ",Distributed from 923 Generation And Fuel,1920,,,
14768,NC,Two Lines Farm,58348,1,0,OP,PV,SUN,5.0,0.213," 9,337 "," 4,517 ",Distributed from 923 Generation And Fuel,2013,,,
14769,NC,Two Mile Solar,59427,TMS1,0,V,PV,SUN,5.0,,,,,2015,,,
14770,NC,UNC-CH LFG Facility,58268,LFG1,0,OP,IC,LFG,1.0,0.719," 6,302 "," 3,137 ",Distributed from 923 Generation And Fuel,2013,,,
14771,NC,Unifi Kinston LLC,10792,GEN1,3,RE,ST,BIT,7.5,,,,,1952,2008,,
14772,NC,Unifi Kinston LLC,10792,GEN2,3,RE,ST,BIT,7.5,,,,,1952,2008,,
14773,NC,Univ of NC Chapel Hill Cogen Facility,54276,ES001,0,SB,IC,DFO,2.0,,,,,2007,,,
14774,NC,Univ of NC Chapel Hill Cogen Facility,54276,ES002,0,SB,IC,DFO,2.0,,,,,2007,,,
14775,NC,Univ of NC Chapel Hill Cogen Facility,54276,TG3,2,OP,ST,BIT,28.0,0.096," 23,521 ", -   ,EIA-923 Generator File,1991,,,
14776,NC,Univ of NC Chapel Hill Cogen Facility,54276,TG4,0,IP,ST,BIT,24.0,,,,,,,,
14777,NC,Upchurch Solar Center LLC,58812,USC1,0,OP,PV,SUN,5.0,0.003, 113 , -   ,Distributed from 923 Generation And Fuel,2014,,,
14778,NC,Uwharrie Mountain Renewable,58526,1,0,OP,IC,LFG,1.6,0.334," 4,679 "," 4,095 ",Distributed from 923 Generation And Fuel,2014,,,
14779,NC,Uwharrie Mountain Renewable,58526,2,0,OP,IC,LFG,1.6,0.334," 4,679 "," 4,095 ",Distributed from 923 Generation And Fuel,2014,,,
14780,NC,Uwharrie Mountain Renewable,58526,3,0,OP,IC,LFG,1.6,0.334," 4,679 "," 4,095 ",Distributed from 923 Generation And Fuel,2014,,,
14781,NC,Uwharrie Mountain Renewable,58526,4,0,OP,IC,LFG,1.6,0.334," 4,679 "," 4,095 ",Distributed from 923 Generation And Fuel,2014,,,
14782,NC,Uwharrie Mountain Renewable,58526,5,0,OP,IC,LFG,1.6,0.334," 4,679 "," 4,095 ",Distributed from 923 Generation And Fuel,2014,,,
14783,NC,Uwharrie Mountain Renewable,58526,6,0,OP,IC,LFG,1.6,0.334," 4,679 "," 4,095 ",Distributed from 923 Generation And Fuel,2014,,,
14784,NC,"Van Slyke Solar Center, LLC",59761,VSLYK,0,OP,PV,SUN,5.0,0.005, 201 , -   ,Distributed from 923 Generation And Fuel,2014,,,
14785,NC,"Vance Solar Farm, LLC",59928,NB007,0,L,PV,SUN,5.0,,,,,2015,,,
14786,NC,Vaughn Creek PV1,60001,VNCRK,0,P,PV,SUN,20.0,,,,,2016,,,
14787,NC,Vickers,59190,1,0,OP,PV,SUN,2.0,0.075," 1,320 ", 594 ,Distributed from 923 Generation And Fuel,2014,,,
14788,NC,Vicksburg Solar,59605,FLS1,0,U,PV,SUN,5.0,,,,,2015,,,
14789,NC,W H Weatherspoon,2716,1,1,RE,ST,BIT,46.0,,,,,1949,2011,,
14790,NC,W H Weatherspoon,2716,2,1,RE,ST,BIT,46.0,,,,,1950,2011,,
14791,NC,W H Weatherspoon,2716,3,1,RE,ST,BIT,73.5,,,,,1952,2011,,
14792,NC,W H Weatherspoon,2716,GT1,0,OP,GT,DFO,39.7,0.001, 461 , (15),Distributed from 923 Generation And Fuel,1970,,,
14793,NC,W H Weatherspoon,2716,GT2,0,OP,GT,DFO,39.7,0.001, 461 , (15),Distributed from 923 Generation And Fuel,1970,,,
14794,NC,W H Weatherspoon,2716,GT3,0,OP,GT,DFO,48.6,0.001, 564 , (18),Distributed from 923 Generation And Fuel,1971,,,
14795,NC,W H Weatherspoon,2716,GT4,0,OP,GT,DFO,48.6,0.001, 564 , (18),Distributed from 923 Generation And Fuel,1971,,,
14796,NC,Waco Farm,58863,1,0,OP,PV,SUN,5.0,0.221," 9,670 "," 4,679 ",Distributed from 923 Generation And Fuel,2013,,,
14797,NC,Wagstaff Farm 1,58862,1,0,OP,PV,SUN,5.0,0.211," 9,229 "," 4,465 ",Distributed from 923 Generation And Fuel,2013,,,
14798,NC,Wake County LFG Facility,59688,E1,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14799,NC,Wake County LFG Facility,59688,E10,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14800,NC,Wake County LFG Facility,59688,E11,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14801,NC,Wake County LFG Facility,59688,E12,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14802,NC,Wake County LFG Facility,59688,E13,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14803,NC,Wake County LFG Facility,59688,E14,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14804,NC,Wake County LFG Facility,59688,E15,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14805,NC,Wake County LFG Facility,59688,E16,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14806,NC,Wake County LFG Facility,59688,E17,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14807,NC,Wake County LFG Facility,59688,E18,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14808,NC,Wake County LFG Facility,59688,E2,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14809,NC,Wake County LFG Facility,59688,E3,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14810,NC,Wake County LFG Facility,59688,E4,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14811,NC,Wake County LFG Facility,59688,E5,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14812,NC,Wake County LFG Facility,59688,E6,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14813,NC,Wake County LFG Facility,59688,E7,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14814,NC,Wake County LFG Facility,59688,E8,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14815,NC,Wake County LFG Facility,59688,E9,0,OP,IC,LFG,0.3,0.636," 1,672 ", 802 ,Distributed from 923 Generation And Fuel,2013,,,
14816,NC,Wallace,59050,GEN 1,0,OP,PV,SUN,2.0,0.207," 3,635 "," 1,759 ",Distributed from 923 Generation And Fuel,2013,,,
14817,NC,Walters,2715,1,0,OP,HY,WAT,36.0,0.363," 114,397 "," 37,825 ",Distributed from 923 Generation And Fuel,1930,,,
14818,NC,Walters,2715,2,0,OP,HY,WAT,36.0,0.363," 114,397 "," 37,825 ",Distributed from 923 Generation And Fuel,1930,,,
14819,NC,Walters,2715,3,0,OP,HY,WAT,36.0,0.363," 114,397 "," 37,825 ",Distributed from 923 Generation And Fuel,1930,,,
14820,NC,Walters Solar (FLS 260),59603,FLS1,0,U,PV,SUN,5.0,,,,,2015,,,
14821,NC,Ward WTP,57607,1,0,OP,IC,DFO,1.0,0.000, 2 , 1 ,Distributed from 923 Generation And Fuel,1999,,,
14822,NC,Ward WTP,57607,2,0,OP,IC,DFO,1.0,0.000, 2 , 1 ,Distributed from 923 Generation And Fuel,1999,,,
14823,NC,Warrenton Farm,58312,1,0,OP,PV,SUN,4.0,0.219," 7,687 "," 3,719 ",Distributed from 923 Generation And Fuel,2012,,,
14824,NC,Warsaw Farm,58848,1,0,P,PV,SUN,80.0,,,,,2016,,,
14825,NC,Warsaw I,59119,PV1,0,OP,PV,SUN,2.0,0.208," 3,638 "," 1,760 ",Distributed from 923 Generation And Fuel,2013,,,
14826,NC,Warsaw II,59120,PV1,0,OP,PV,SUN,2.0,0.209," 3,660 "," 1,771 ",Distributed from 923 Generation And Fuel,2013,,,
14827,NC,Washington Airport Solar LLC,58845,1,0,OP,PV,SUN,5.0,0.191," 8,374 "," 4,267 ",Distributed from 923 Generation And Fuel,2014,,,
14828,NC,"Washington Millfield Solar, LLC",58846,1,0,OP,PV,SUN,5.0,0.221," 9,678 "," 4,682 ",Distributed from 923 Generation And Fuel,2013,,,
14829,NC,Washington White Post Solar LLC,58135,1,0,OP,PV,SUN,12.4,0.200," 21,738 "," 10,517 ",Distributed from 923 Generation And Fuel,2012,,,
14830,NC,Waste Management Piedmont LFGTE Project,57169,GEN1,0,OP,IC,LFG,0.8,0.813," 5,694 "," 2,835 ",Distributed from 923 Generation And Fuel,2011,,,
14831,NC,Waste Management Piedmont LFGTE Project,57169,GEN2,0,OP,IC,LFG,0.8,0.813," 5,694 "," 2,835 ",Distributed from 923 Generation And Fuel,2011,,,
14832,NC,Waste Management Piedmont LFGTE Project,57169,GEN3,0,OP,IC,LFG,0.8,0.813," 5,694 "," 2,835 ",Distributed from 923 Generation And Fuel,2011,,,
14833,NC,Water Filter Plant #2,55534,1299,0,OP,IC,DFO,1.8,0.002, 26 , 4 ,Distributed from 923 Generation And Fuel,2013,,,
14834,NC,Water Filter Plant #2,55534,3516,0,RE,IC,DFO,1.6,,,,,1992,2013,,
14835,NC,Watson Seed Farm PV1,59153,WAT1,0,L,PV,SUN,20.0,,,,,2015,,,
14836,NC,Watts Farm,58317,1,0,OP,PV,SUN,5.0,0.205," 8,993 "," 4,351 ",Distributed from 923 Generation And Fuel,2012,,,
14837,NC,Wayne County,7538,1,0,OP,GT,NG,211.8,0.008," 15,734 "," 3,752 ",Distributed from 923 Generation And Fuel,2000,,,
14838,NC,Wayne County,7538,2,0,OP,GT,NG,211.8,0.008," 15,734 "," 3,752 ",Distributed from 923 Generation And Fuel,2000,,,
14839,NC,Wayne County,7538,3,0,OP,GT,NG,211.8,0.008," 15,734 "," 3,752 ",Distributed from 923 Generation And Fuel,2000,,,
14840,NC,Wayne County,7538,4,0,OP,GT,NG,211.8,0.008," 15,734 "," 3,752 ",Distributed from 923 Generation And Fuel,2000,,,
14841,NC,Wayne County,7538,5,0,OP,GT,NG,211.8,0.008," 15,734 "," 3,752 ",Distributed from 923 Generation And Fuel,2009,,,
14842,NC,Weldon Solar,59644,5MWPV,0,L,PV,SUN,5.0,,,,,2016,,,
14843,NC,Wellons Farm,59584,PV1,0,L,PV,SUN,5.0,,,,,2017,,,
14844,NC,West Salisbury Farm LLC,59111,1,0,T,PV,SUN,5.0,,,,,2016,,,
14845,NC,West Siler Farm LLC,59112,1,0,IP,PV,SUN,5.0,,,,,,,,
14846,NC,Westside Solar Farm,59258,WEST1,0,P,PV,SUN,4.0,,,,,2016,,,
14847,NC,Westside WWTP,57608,1,0,OP,IC,DFO,1.8,0.000, 6 , 1 ,Distributed from 923 Generation And Fuel,2005,,,
14848,NC,Weyerhaeuser New Bern NC,50188,TG1,3,RE,ST,BLQ,29.7,0.176," 45,680 ", -   ,EIA-923 Generator File,1969,2014,,
14849,NC,Weyerhaeuser New Bern NC,50188,TG2,3,OP,ST,BLQ,38.1,0.478," 159,512 "," 97,468 ",EIA-923 Generator File,2014,,,
14850,NC,Whitakers,59526,WHIT1,0,L,PV,SUN,12.0,,,,,2015,,,
14851,NC,White Cross Farm,58341,1,0,OP,PV,SUN,5.0,0.198," 8,656 "," 4,188 ",Distributed from 923 Generation And Fuel,2013,,,
14852,NC,Williamston Solar,59176,5MWPV,0,OP,PV,SUN,5.0,0.007, 320 , -   ,Distributed from 923 Generation And Fuel,2014,,,
14853,NC,Willoughby PV1,60003,WILL1,0,P,PV,SUN,20.0,,,,,2016,,,
14854,NC,Wilson Farm 1,58342,1,0,OP,PV,SUN,5.0,0.197," 8,640 "," 4,180 ",Distributed from 923 Generation And Fuel,2013,,,
14855,NC,"Windsor Cooper HIill Solar, LLC",58847,1,0,TS,PV,SUN,5.0,,,,,2015,,,
14856,NC,Windsor Solar,59171,5MWPV,0,OP,PV,SUN,5.0,0.005, 220 , -   ,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2014,,,
14857,NC,Winton Solar,59177,5MWPV,0,L,PV,SUN,5.0,,,,,2015,,,
14858,NC,Wommack Farm,59585,PV1,0,L,PV,SUN,5.0,,,,,2015,,,
14859,NC,Woodfin,56849,1,0,IP,GT,NG,45.5,,,,,,,,
14860,NC,Woodland Church Farm,59586,PV1,0,L,PV,SUN,5.0,,,,,2017,,,
14861,NC,Woodland Solar,59175,5MWPV,0,L,PV,SUN,5.0,,,,,2015,,,
14862,NC,Works 53,58046,1,0,SB,IC,DFO,1.0,0.002, 15 , 3 ,Distributed from 923 Generation And Fuel,1967,,,
14863,NC,Works 53,58046,2,0,SB,IC,DFO,1.2,0.002, 18 , 3 ,Distributed from 923 Generation And Fuel,1975,,,
14864,NC,Works 53,58046,3,0,SB,IC,DFO,0.8,0.002, 12 , 2 ,Distributed from 923 Generation And Fuel,1988,,,
14865,NC,WSACC Power Generation Facility,58518,1,0,OP,ST,SLW,1.9,0.022, 366 , -   ,EIA-923 Generator File,2014,,,
14866,NC,XPF Solar Field,59146,PV1,0,OP,PV,SUN,3.9,0.008, 257 , -   ,Distributed from 923 Generation And Fuel,2014,,,
14867,NC,Yadkin 601 Farm,59587,PV1,0,L,PV,SUN,3.0,,,,,2015,,,
14868,NC,Yadkinville Solar,59950,YAK,0,P,PV,SUN,3.5,,,,,2015,,,
14869,NC,Yanceyville Farm,58343,1,0,OP,PV,SUN,5.0,0.200," 8,751 "," 4,234 ",Distributed from 923 Generation And Fuel,2013,,,
14870,NC,Yanceyville Farm 2 LLC,59113,1,0,U,PV,SUN,5.0,,,,,2015,,,
14871,ND,American Crystal Sugar Drayton,54213,G1,0,OP,ST,SUB,6.0,0.000, -   , -   ,EIA-923 Generator File,1965,,,
14872,ND,American Crystal Sugar Hillsboro,54210,G1,1,OP,ST,SUB,13.3,0.512," 59,634 "," 16,595 ",EIA-923 Generator File,1990,,,
14873,ND,Antelope Valley,6469,1,1,OP,ST,LIG,434.9,0.719," 2,738,400 "," 1,039,031 ",EIA-923 Generator File,1984,,,
14874,ND,Antelope Valley,6469,2,1,OP,ST,LIG,434.9,0.814," 3,100,031 "," 1,344,227 ",EIA-923 Generator File,1986,,,
14875,ND,Ashtabula Wind Energy Center,57032,1,0,OP,WT,WND,48.0,0.403," 169,562 "," 54,443 ",Distributed from 923 Generation And Fuel,2008,,,
14876,ND,Ashtabula Wind II LLC,57121,1,0,OP,WT,WND,120.0,0.394," 414,446 "," 137,284 ",Distributed from 923 Generation And Fuel,2009,,,
14877,ND,Ashtabula Wind III LLC,57387,GE16,0,OP,WT,WND,62.4,0.418," 228,550 "," 77,097 ",Distributed from 923 Generation And Fuel,2010,,,
14878,ND,Baldwin Wind LLC,57347,GE1,0,OP,WT,WND,102.4,0.454," 407,046 "," 146,344 ",Distributed from 923 Generation And Fuel,2010,,,
14879,ND,Bison 2 Wind Energy Center,57800,BISO2,0,OP,WT,WND,105.0,0.352," 324,088 "," 104,853 ",Distributed from 923 Generation And Fuel,2012,,,
14880,ND,Bison 3 Wind Energy Center,57801,BISO3,0,OP,WT,WND,105.0,0.355," 326,727 "," 100,100 ",Distributed from 923 Generation And Fuel,2012,,,
14881,ND,Bison 4 Wind Energy Center,58872,BISO4,0,TS,WT,WND,205.0,,,,,2015,,,
14882,ND,Bison I Wind Energy Center,57038,PHS1,0,OP,WT,WND,36.8,0.387," 124,907 "," 38,894 ",Distributed from 923 Generation And Fuel,2010,,,
14883,ND,Bison I Wind Energy Center,57038,PHS2,0,OP,WT,WND,42.7,0.387," 144,932 "," 45,129 ",Distributed from 923 Generation And Fuel,2012,,,
14884,ND,Border Winds Wind Farm,59200,1,0,U,WT,WND,150.0,,,,,2015,,,
14885,ND,Cedar Hills Wind Farm,57171,1,0,OP,WT,WND,19.5,0.348," 59,420 "," 19,578 ",Distributed from 923 Generation And Fuel,2010,,,
14886,ND,Coal Creek,6030,1,1,OP,ST,RC,604.8,0.824," 4,364,037 "," 1,743,035 ",EIA-923 Generator File,1979,,,
14887,ND,Coal Creek,6030,2,1,OP,ST,RC,604.8,0.853," 4,516,761 "," 1,741,348 ",EIA-923 Generator File,1980,,,
14888,ND,Coal Creek,6030,3,0,SB,IC,DFO,2.0,,,,,1979,,,
14889,ND,Courtenay Wind Farm,58658,1,0,T,WT,WND,200.0,,,,,2016,,,
14890,ND,Coyote,8222,1,1,OP,ST,LIG,450.0,0.696," 2,745,038 "," 1,137,121 ",EIA-923 Generator File,1981,,,
14891,ND,Dakota Magic,7884,1,0,SB,IC,DFO,1.5,,,,,2000,,,
14892,ND,Enderlin,54908,GEN1,0,SB,ST,AB,5.1,0.059," 2,652 ", 587 ,EIA-923 Generator File,1983,,,
14893,ND,Enderlin,54908,GEN2,0,SB,ST,AB,4.7,0.000, -   , -   ,EIA-923 Generator File,1983,,,
14894,ND,FPL Energy Ashtabula Wind LLC,56919,GE15,0,OP,WT,WND,148.5,0.409," 532,197 "," 170,434 ",Distributed from 923 Generation And Fuel,2008,,,
14895,ND,FPL Energy Burleigh County Wind,56357,GE,0,OP,WT,WND,18.0,0.395," 62,251 "," 20,050 ",Distributed from 923 Generation And Fuel,2006,,,
14896,ND,FPL Energy Burleigh County Wind,56357,GE15,0,OP,WT,WND,31.5,0.395," 108,939 "," 35,088 ",Distributed from 923 Generation And Fuel,2005,,,
14897,ND,FPL Energy North Dakota Wind I/II,56099,GE15,0,OP,WT,WND,61.5,0.333," 179,616 "," 54,556 ",Distributed from 923 Generation And Fuel,2003,,,
14898,ND,FPL Energy Oliver Wind I LLC,56392,1,0,OP,WT,WND,50.6,0.407," 180,425 "," 57,301 ",Distributed from 923 Generation And Fuel,2006,,,
14899,ND,FPL Energy Oliver Wind II LLC,56573,2,0,OP,WT,WND,48.0,0.441," 185,523 "," 57,893 ",Distributed from 923 Generation And Fuel,2007,,,
14900,ND,Garrison,2815,1,0,OP,HY,WAT,128.0,0.471," 527,710 "," 277,564 ",Distributed from 923 Generation And Fuel,1956,,,
14901,ND,Garrison,2815,2,0,OP,HY,WAT,128.0,0.471," 527,710 "," 277,564 ",Distributed from 923 Generation And Fuel,1956,,,
14902,ND,Garrison,2815,3,0,OP,HY,WAT,128.0,0.471," 527,710 "," 277,564 ",Distributed from 923 Generation And Fuel,1956,,,
14903,ND,Garrison,2815,4,0,OP,HY,WAT,115.0,0.471," 474,115 "," 249,374 ",Distributed from 923 Generation And Fuel,1960,,,
14904,ND,Garrison,2815,5,0,OP,HY,WAT,115.0,0.471," 474,115 "," 249,374 ",Distributed from 923 Generation And Fuel,1960,,,
14905,ND,Glen Ullin Station 6,57172,1,0,OP,ST,WH,5.3,0.677," 31,440 "," 13,987 ",Distributed from 923 Generation And Fuel,2009,,,
14906,ND,Grafton,2811,1,0,SB,IC,DFO,0.6,,,,,1937,,,
14907,ND,Grafton,2811,2,0,SB,IC,DFO,0.8,,,,,1949,,,
14908,ND,Grafton,2811,3,0,SB,IC,DFO,1.3,,,,,1956,,,
14909,ND,Grafton,2811,4,0,SB,IC,DFO,1.3,,,,,1956,,,
14910,ND,Grand Forks,2821,1,0,RE,IC,DFO,0.7,,,,,1941,2012,,
14911,ND,Grand Forks,2821,10,0,RE,IC,DFO,1.1,,,,,1949,2012,,
14912,ND,Grand Forks,2821,11,0,RE,IC,DFO,1.1,,,,,1949,2012,,
14913,ND,Grand Forks,2821,2,0,RE,IC,DFO,0.7,,,,,1941,2012,,
14914,ND,Grand Forks,2821,3,0,RE,IC,DFO,0.7,,,,,1941,2012,,
14915,ND,Grand Forks,2821,4,0,RE,IC,DFO,1.0,,,,,1946,2012,,
14916,ND,Grand Forks,2821,5,0,RE,IC,DFO,1.0,,,,,1946,2012,,
14917,ND,Grand Forks,2821,6,0,RE,IC,DFO,1.0,,,,,1946,2012,,
14918,ND,Grand Forks,2821,7,0,RE,IC,DFO,1.1,,,,,1949,2012,,
14919,ND,Grand Forks,2821,8,0,RE,IC,DFO,1.1,,,,,1949,2012,,
14920,ND,Grand Forks,2821,9,0,RE,IC,DFO,1.1,,,,,1949,2012,,
14921,ND,Harwood,2822,1,0,RE,IC,DFO,1.6,,,,,1947,2007,,
14922,ND,Harwood,2822,2,0,RE,IC,DFO,1.6,,,,,1947,2012,,
14923,ND,Harwood,2822,3,0,RE,IC,DFO,1.6,,,,,1947,2012,,
14924,ND,Hillsboro,56098,1,0,OP,IC,DFO,2.0,0.001, 25 , 9 ,Distributed from 923 Generation And Fuel,2002,,,
14925,ND,Hillsboro,56098,2,0,OP,IC,DFO,2.0,0.001, 25 , 9 ,Distributed from 923 Generation And Fuel,2002,,,
14926,ND,Jamestown,2801,1,0,SB,GT,DFO,24.1,0.002, 385 , 138 ,Distributed from 923 Generation And Fuel,1976,,,
14927,ND,Jamestown,2801,2,0,SB,GT,DFO,24.1,0.002, 385 , 138 ,Distributed from 923 Generation And Fuel,1978,,,
14928,ND,Kindred School,56242,1,0,SB,IC,DFO,2.0,0.006, 109 , 39 ,Distributed from 923 Generation And Fuel,2001,,,
14929,ND,Langdon Wind  LLC,56605,GE15,0,OP,WT,WND,159.0,0.311," 432,923 "," 148,339 ",Distributed from 923 Generation And Fuel,2007,,,
14930,ND,Langdon Wind Energy Center,57033,1,0,OP,WT,WND,40.5,0.431," 152,876 "," 52,794 ",Distributed from 923 Generation And Fuel,2007,,,
14931,ND,Langdon Wind II LLC,56912,GE15,0,OP,WT,WND,40.5,0.403," 143,101 "," 50,106 ",Distributed from 923 Generation And Fuel,2008,,,
14932,ND,Leland Olds,2817,1,1,OP,ST,LIG,216.0,0.529," 1,000,770 "," 496,935 ",EIA-923 Generator File,1966,,,
14933,ND,Leland Olds,2817,2,1,OP,ST,LIG,440.0,0.636," 2,452,685 "," 871,140 ",EIA-923 Generator File,1975,,,
14934,ND,"Lindahl Wind Project, LLC",59684,LWP01,0,L,WT,WND,150.0,,,,,2016,,,
14935,ND,Lonesome Creek Station,57943,01,0,OP,GT,NG,60.5,0.187," 98,962 "," 47,968 ",Distributed from 923 Generation And Fuel,2013,,,
14936,ND,Lonesome Creek Station,57943,02,0,TS,GT,NG,60.5,,,,,2015,,,
14937,ND,Lonesome Creek Station,57943,03,0,TS,GT,NG,60.5,,,,,2015,,,
14938,ND,Lonesome Creek Station,57943,04,0,L,GT,NG,60.5,,,,,2016,,,
14939,ND,Lonesome Creek Station,57943,05,0,L,GT,NG,60.5,,,,,2016,,,
14940,ND,Luverne Wind Farm,57031,1,0,OP,WT,WND,49.5,0.417," 180,892 "," 62,669 ",Distributed from 923 Generation And Fuel,2009,,,
14941,ND,Meadowlark Wind,59903,GEN,0,P,WT,WND,99.0,,,,,2017,,,
14942,ND,Merricourt Wind Project,57048,1,0,IP,WT,WND,150.0,,,,,,,,
14943,ND,Milton R Young,2823,1,1,OP,ST,LIG,257.0,0.799," 1,799,479 "," 763,574 ",EIA-923 Generator File,1970,,,
14944,ND,Milton R Young,2823,2,1,OP,ST,LIG,477.0,0.660," 2,758,513 "," 734,536 ",EIA-923 Generator File,1977,,,
14945,ND,Minot Wind Project,55995,MWP,0,OP,WT,WND,2.6,,,,,2003,,,
14946,ND,Minot Wind Project,55995,MWP2,0,OP,WT,WND,4.5,,,,,2009,,,
14947,ND,Pioneer Generating Station,57881,01,0,OP,GT,NG,60.5,0.070," 36,884 "," 17,878 ",Distributed from 923 Generation And Fuel,2013,,,
14948,ND,Pioneer Generating Station,57881,02,0,OP,GT,NG,60.5,0.070," 36,884 "," 17,878 ",Distributed from 923 Generation And Fuel,2014,,,
14949,ND,Pioneer Generating Station,57881,03,0,OP,GT,NG,60.5,0.070," 36,884 "," 17,878 ",Distributed from 923 Generation And Fuel,2014,,,
14950,ND,Pioneer Generating Station,57881,11,0,L,IC,NG,9.3,,,,,2016,,,
14951,ND,Pioneer Generating Station,57881,12,0,L,IC,NG,9.3,,,,,2016,,,
14952,ND,Pioneer Generating Station,57881,13,0,L,IC,NG,9.3,,,,,2016,,,
14953,ND,Pioneer Generating Station,57881,14,0,L,IC,NG,9.3,,,,,2016,,,
14954,ND,Pioneer Generating Station,57881,15,0,L,IC,NG,9.3,,,,,2016,,,
14955,ND,Pioneer Generating Station,57881,16,0,L,IC,NG,9.3,,,,,2016,,,
14956,ND,Pioneer Generating Station,57881,17,0,L,IC,NG,9.3,,,,,2016,,,
14957,ND,Pioneer Generating Station,57881,18,0,L,IC,NG,9.3,,,,,2016,,,
14958,ND,Pioneer Generating Station,57881,19,0,L,IC,NG,9.3,,,,,2016,,,
14959,ND,Pioneer Generating Station,57881,20,0,L,IC,NG,9.3,,,,,2016,,,
14960,ND,Pioneer Generating Station,57881,21,0,L,IC,NG,9.3,,,,,2016,,,
14961,ND,Pioneer Generating Station,57881,22,0,L,IC,NG,9.3,,,,,2016,,,
14962,ND,Portable Generator 1,59196,IC1,0,OP,IC,DFO,1.8,0.001, 8 , 3 ,Distributed from 923 Generation And Fuel,2005,,,
14963,ND,Portable Generator 2,59194,IC1,0,OP,IC,DFO,2.0,0.000, 3 , 1 ,Distributed from 923 Generation And Fuel,2012,,,
14964,ND,Portable Generator 3,59195,IC2,0,OP,IC,DFO,2.0,0.000, 2 , -   ,Distributed from 923 Generation And Fuel,2012,,,
14965,ND,Prairie Winds ND1,56607,ND1,0,OP,WT,WND,115.5,0.464," 469,379 "," 150,180 ",Distributed from 923 Generation And Fuel,2009,,,
14966,ND,R M Heskett,2790,1,1,OP,ST,LIG,40.0,0.311," 108,925 "," 42,697 ",EIA-923 Generator File,1954,,,
14967,ND,R M Heskett,2790,2,1,OP,ST,LIG,75.0,0.667," 438,343 "," 159,452 ",EIA-923 Generator File,1963,,,
14968,ND,R M Heskett,2790,3,0,OP,GT,NG,88.0,,,,,2014,,,
14969,ND,Rugby Wind Power Project,57097,1,0,OP,WT,WND,149.0,0.333," 434,190 "," 145,316 ",Distributed from 923 Generation And Fuel,2009,,,
14970,ND,Spiritwood Station,56786,1,1,OP,ST,LIG,106.2,0.035," 32,125 ", -   ,EIA-923 Generator File,2014,,,
14971,ND,Stanton,2824,1,2,OP,ST,SUB,190.2,0.785," 1,307,308 "," 564,404 ",EIA-923 Generator File,1967,,,
