SEQGEN14,PSTATABB,PNAME,ORISPL,GENID,NUMBLR,GENSTAT,PRMVR,FUELG1,NAMEPCAP,CFACT, GENNTAN , GENNTOZ ,GENERSRC,GENYRONL,GENYRRET,,
3288,CA,Painted Hills IV Wind,56926,1,0,P,WT,WND,19.5,,,,,2019,,,
3289,CA,Palo Verde College,57773,1,0,OP,PV,SUN,1.2,0.210," 2,208 "," 1,169 ",Distributed from 923 Generation And Fuel,2009,,,
3290,CA,Palomar Energy,55985,CTG1,0,OP,CT,NG,165.0,0.556," 803,772 "," 354,606 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2005,,,
3291,CA,Palomar Energy,55985,CTG2,0,OP,CT,NG,165.0,0.556," 803,772 "," 354,606 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2005,,,
3292,CA,Palomar Energy,55985,STG,2,OP,CA,NG,229.0,0.494," 991,104 "," 437,217 ",EIA-923 Generator File,2006,,,
3293,CA,Palos Verdes Gas to Energy,10473,GEN1,2,RE,ST,LFG,13.0,,,,,1988,2011,,
3294,CA,Panoche Energy Center,56803,1,0,OP,GT,NG,108.0,0.191," 180,889 "," 92,011 ",Distributed from 923 Generation And Fuel,2009,,,
3295,CA,Panoche Energy Center,56803,2,0,OP,GT,NG,108.0,0.191," 180,889 "," 92,011 ",Distributed from 923 Generation And Fuel,2009,,,
3296,CA,Panoche Energy Center,56803,3,0,OP,GT,NG,108.0,0.191," 180,889 "," 92,011 ",Distributed from 923 Generation And Fuel,2009,,,
3297,CA,Panoche Energy Center,56803,4,0,OP,GT,NG,108.0,0.191," 180,889 "," 92,011 ",Distributed from 923 Generation And Fuel,2009,,,
3298,CA,Panoche Valley Solar Farm,57340,1,0,L,PV,SUN,247.7,,,,,2016,,,
3299,CA,Paramount Refinery,58058,1,0,OP,GT,NG,6.7,,,,,2002,,,
3300,CA,Pardee,376,1,0,OP,HY,WAT,7.5,0.124," 8,146 "," 4,817 ",Distributed from 923 Generation And Fuel,1930,,,
3301,CA,Pardee,376,2,0,OP,HY,WAT,7.5,0.124," 8,146 "," 4,817 ",Distributed from 923 Generation And Fuel,1930,,,
3302,CA,Pardee,376,3,0,OP,HY,WAT,8.6,0.124," 9,341 "," 5,523 ",Distributed from 923 Generation And Fuel,1983,,,
3303,CA,Park Meridian #1,59539,1,0,V,PV,SUN,1.5,,,,,2015,,,
3304,CA,Parker,428,1,0,OP,HY,WAT,2.7,0.129," 3,047 "," 1,802 ",Distributed from 923 Generation And Fuel,1982,,,
3305,CA,Parker Dam,447,1,0,OP,HY,WAT,30.0,0.427," 112,147 "," 53,773 ",Distributed from 923 Generation And Fuel,1942,,,
3306,CA,Parker Dam,447,2,0,OP,HY,WAT,30.0,0.427," 112,147 "," 53,773 ",Distributed from 923 Generation And Fuel,1943,,,
3307,CA,Parker Dam,447,3,0,OP,HY,WAT,30.0,0.427," 112,147 "," 53,773 ",Distributed from 923 Generation And Fuel,1942,,,
3308,CA,Parker Dam,447,4,0,OP,HY,WAT,30.0,0.427," 112,147 "," 53,773 ",Distributed from 923 Generation And Fuel,1943,,,
3309,CA,Parnassus Central Utility Plant,58198,GTG1,0,OP,CT,NG,5.0,0.872," 38,195 "," 15,749 ",EIA-923 Generator File,1996,,,
3310,CA,Parnassus Central Utility Plant,58198,GTG2,0,OP,CT,NG,5.0,0.653," 28,617 "," 12,318 ",EIA-923 Generator File,1996,,,
3311,CA,Parnassus Central Utility Plant,58198,STG1,1,OP,CA,NG,3.5,0.192," 5,881 "," 2,236 ",EIA-923 Generator File,1996,,,
3312,CA,"Pastoria Energy Facility, LLC",55656,CT01,0,OP,CT,NG,168.0,0.743," 1,092,779 "," 475,558 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2005,,,
3313,CA,"Pastoria Energy Facility, LLC",55656,CT02,0,OP,CT,NG,168.0,0.743," 1,092,779 "," 475,558 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2005,,,
3314,CA,"Pastoria Energy Facility, LLC",55656,CT04,0,OP,CT,NG,168.0,0.743," 1,092,779 "," 475,558 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2005,,,
3315,CA,"Pastoria Energy Facility, LLC",55656,ST03,2,OP,CA,NG,185.0,0.755," 1,223,536 "," 533,060 ",EIA-923 Generator File,2005,,,
3316,CA,"Pastoria Energy Facility, LLC",55656,ST05,1,OP,CA,NG,90.0,0.755," 595,412 "," 251,943 ",EIA-923 Generator File,2005,,,
3317,CA,Patterson Pass,56213,WND1,0,RE,WT,WND,8.1,0.133," 9,446 "," 5,852 ",Distributed from 923 Generation And Fuel,1985,2014,,
3318,CA,Patterson Pass,56213,WND2,0,RE,WT,WND,13.8,0.133," 16,092 "," 9,970 ",Distributed from 923 Generation And Fuel,1987,2014,,
3319,CA,PE Berkeley,50849,GEN1,0,OP,CT,NG,23.0,0.783," 157,729 "," 68,452 ",EIA-923 Generator File,1987,,,
3320,CA,PE Berkeley,50849,GEN2,0,OP,CA,NG,5.5,0.146," 7,056 "," 3,062 ",EIA-923 Generator File,1987,,,
3321,CA,Pebbly Beach,6704,10,0,OP,IC,DFO,1.1,0.340," 3,281 "," 1,465 ",Distributed from 923 Generation And Fuel,1966,,,
3322,CA,Pebbly Beach,6704,12,0,OP,IC,DFO,1.5,0.340," 4,474 "," 1,997 ",Distributed from 923 Generation And Fuel,1976,,,
3323,CA,Pebbly Beach,6704,14,0,OP,IC,DFO,1.4,0.340," 4,175 "," 1,864 ",Distributed from 923 Generation And Fuel,1986,,,
3324,CA,Pebbly Beach,6704,15,0,OP,IC,DFO,2.8,0.340," 8,351 "," 3,728 ",Distributed from 923 Generation And Fuel,1995,,,
3325,CA,Pebbly Beach,6704,7,0,OP,IC,DFO,1.0,0.340," 2,982 "," 1,331 ",Distributed from 923 Generation And Fuel,1958,,,
3326,CA,Pebbly Beach,6704,8,0,OP,IC,DFO,1.5,0.340," 4,474 "," 1,997 ",Distributed from 923 Generation And Fuel,1963,,,
3327,CA,Pebbly Beach,6704,MT01,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3328,CA,Pebbly Beach,6704,MT02,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3329,CA,Pebbly Beach,6704,MT03,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3330,CA,Pebbly Beach,6704,MT04,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3331,CA,Pebbly Beach,6704,MT05,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3332,CA,Pebbly Beach,6704,MT06,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3333,CA,Pebbly Beach,6704,MT07,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3334,CA,Pebbly Beach,6704,MT08,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3335,CA,Pebbly Beach,6704,MT09,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3336,CA,Pebbly Beach,6704,MT10,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3337,CA,Pebbly Beach,6704,MT11,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3338,CA,Pebbly Beach,6704,MT12,0,IP,GT,PG,0.1,,,,,,,,
3339,CA,Pebbly Beach,6704,MT13,0,IP,GT,PG,0.1,,,,,,,,
3340,CA,Pebbly Beach,6704,MT14,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3341,CA,Pebbly Beach,6704,MT15,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3342,CA,Pebbly Beach,6704,MT16,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3343,CA,Pebbly Beach,6704,MT17,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3344,CA,Pebbly Beach,6704,MT18,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3345,CA,Pebbly Beach,6704,MT19,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3346,CA,Pebbly Beach,6704,MT20,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3347,CA,Pebbly Beach,6704,MT21,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3348,CA,Pebbly Beach,6704,MT22,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3349,CA,Pebbly Beach,6704,MT23,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3350,CA,Pebbly Beach,6704,MT24,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3351,CA,Pebbly Beach,6704,MT25,0,OP,GT,PG,0.1,0.024, 21 , 17 ,Distributed from 923 Generation And Fuel,2011,,,
3352,CA,Perris,481,1,0,OP,HY,WAT,7.9,,,,,1983,,,
3353,CA,Phillips 66 Carbon Plant,50388,GEN1,2,OP,ST,WH,27.3,0.381," 91,160 "," 39,938 ",Distributed from 923 Generation And Fuel,1983,,,
3354,CA,Phillips 66 Rodeo Refinery,50119,GENA,0,OP,GT,OG,18.3,0.805," 129,041 "," 54,320 ",Distributed from 923 Generation And Fuel,1987,,,
3355,CA,Phillips 66 Rodeo Refinery,50119,GENB,0,OP,GT,OG,18.3,0.805," 129,041 "," 54,320 ",Distributed from 923 Generation And Fuel,1987,,,
3356,CA,Phillips 66 Rodeo Refinery,50119,GENC,0,OP,GT,OG,18.3,0.805," 129,041 "," 54,320 ",Distributed from 923 Generation And Fuel,1987,,,
3357,CA,Phoenix,264,1,0,OP,HY,WAT,1.6,0.363," 5,091 "," 3,010 ",Distributed from 923 Generation And Fuel,1940,,,
3358,CA,Phoenix Wind Power LLC,55339,GEN1,0,RE,WT,WND,2.1,,,,,1999,2009,,
3359,CA,Pierce College,58248,GEN1,0,OP,PV,SUN,1.9,0.085," 1,419 ", 751 ,Distributed from 923 Generation And Fuel,2013,,,
3360,CA,Pilot Knob,388,1,0,OP,HY,WAT,16.5,0.077," 11,103 "," 6,565 ",Distributed from 923 Generation And Fuel,1957,,,
3361,CA,Pilot Knob,388,2,0,OP,HY,WAT,16.5,0.077," 11,103 "," 6,565 ",Distributed from 923 Generation And Fuel,1957,,,
3362,CA,Pine Flat,7907,1,0,OP,HY,WAT,55.0,0.053," 25,456 "," 25,456 ",Distributed from 923 Generation And Fuel,1984,,,
3363,CA,Pine Flat,7907,2,0,OP,HY,WAT,55.0,0.053," 25,456 "," 25,456 ",Distributed from 923 Generation And Fuel,1984,,,
3364,CA,Pine Flat,7907,3,0,OP,HY,WAT,55.0,0.053," 25,456 "," 25,456 ",Distributed from 923 Generation And Fuel,1984,,,
3365,CA,Pine Tree Solar Project,57306,1,0,OP,PV,SUN,8.5,0.224," 16,675 "," 8,829 ",Distributed from 923 Generation And Fuel,2013,,,
3366,CA,Pine Tree Wind Power Project,56433,1,0,OP,WT,WND,135.0,0.240," 283,265 "," 139,895 ",Distributed from 923 Generation And Fuel,2009,,,
3367,CA,Pinyon Pine I,57834,AW07,0,OP,WT,WND,168.0,0.248," 365,507 "," 191,028 ",Distributed from 923 Generation And Fuel,2012,,,
3368,CA,Pinyon Pine II,57837,AW09,0,OP,WT,WND,132.0,0.221," 255,597 "," 130,492 ",Distributed from 923 Generation And Fuel,2012,,,
3369,CA,Pio Pico Energy Center,57555,CTG1,0,T,GT,NG,107.0,,,,,2016,,,
3370,CA,Pio Pico Energy Center,57555,CTG2,0,T,GT,NG,107.0,,,,,2016,,,
3371,CA,Pio Pico Energy Center,57555,CTG3,0,T,GT,NG,107.0,,,,,2016,,,
3372,CA,Pit 1,265,H1,0,OP,HY,WAT,34.6,0.293," 88,952 "," 52,595 ",Distributed from 923 Generation And Fuel,1922,,,
3373,CA,Pit 1,265,H2,0,OP,HY,WAT,34.6,0.293," 88,952 "," 52,595 ",Distributed from 923 Generation And Fuel,1922,,,
3374,CA,Pit 3,266,H1,0,OP,HY,WAT,26.7,0.306," 71,552 "," 29,849 ",Distributed from 923 Generation And Fuel,1925,,,
3375,CA,Pit 3,266,H2,0,OP,HY,WAT,26.7,0.306," 71,552 "," 29,849 ",Distributed from 923 Generation And Fuel,1925,,,
3376,CA,Pit 3,266,H3,0,OP,HY,WAT,26.7,0.306," 71,552 "," 29,849 ",Distributed from 923 Generation And Fuel,1925,,,
3377,CA,Pit 4,267,1,0,OP,HY,WAT,51.7,0.338," 152,969 "," 48,282 ",Distributed from 923 Generation And Fuel,1955,,,
3378,CA,Pit 4,267,2,0,OP,HY,WAT,51.7,0.338," 152,969 "," 48,282 ",Distributed from 923 Generation And Fuel,1955,,,
3379,CA,Pit 5,268,H1,0,OP,HY,WAT,38.2,0.417," 139,562 "," 46,537 ",Distributed from 923 Generation And Fuel,1944,,,
3380,CA,Pit 5,268,H2,0,OP,HY,WAT,38.2,0.417," 139,562 "," 46,537 ",Distributed from 923 Generation And Fuel,1944,,,
3381,CA,Pit 5,268,H3,0,OP,HY,WAT,33.2,0.417," 121,295 "," 40,446 ",Distributed from 923 Generation And Fuel,1944,,,
3382,CA,Pit 5,268,H4,0,OP,HY,WAT,32.0,0.417," 116,911 "," 38,984 ",Distributed from 923 Generation And Fuel,1944,,,
3383,CA,Pit 6,269,H1,0,OP,HY,WAT,39.6,0.401," 139,233 "," 82,325 ",Distributed from 923 Generation And Fuel,1965,,,
3384,CA,Pit 6,269,H2,0,OP,HY,WAT,39.6,0.401," 139,233 "," 82,325 ",Distributed from 923 Generation And Fuel,1965,,,
3385,CA,Pit 7,270,H1,0,OP,HY,WAT,57.6,0.316," 159,438 "," 54,050 ",Distributed from 923 Generation And Fuel,1965,,,
3386,CA,Pit 7,270,H2,0,OP,HY,WAT,52.2,0.316," 144,490 "," 48,983 ",Distributed from 923 Generation And Fuel,1965,,,
3387,CA,Pitchess Cogen Station,10478,GEN1,0,OP,CT,NG,20.9,0.827," 151,404 "," 65,708 ",EIA-923 Generator File,1988,,,
3388,CA,Pitchess Cogen Station,10478,GEN2,0,OP,CA,NG,7.4,0.580," 37,610 "," 16,322 ",EIA-923 Generator File,1988,,,
3389,CA,Pittsburg Power,271,1,0,RE,ST,NG,213.4,,,,,1954,2003,,
3390,CA,Pittsburg Power,271,2,0,RE,ST,NG,213.4,,,,,1954,2003,,
3391,CA,Pittsburg Power,271,3,0,RE,ST,NG,213.4,,,,,1954,2003,,
3392,CA,Pittsburg Power,271,4,0,RE,ST,NG,213.4,,,,,1954,2003,,
3393,CA,Pittsburg Power,271,5,1,OP,ST,NG,326.4,0.006," 18,350 "," 12,453 ",EIA-923 Generator File,1960,,,
3394,CA,Pittsburg Power,271,6,1,OP,ST,NG,326.4,0.011," 30,711 "," 7,979 ",EIA-923 Generator File,1961,,,
3395,CA,Pittsburg Power,271,7,1,OP,ST,NG,751.1,0.004," 26,834 "," 25,467 ",EIA-923 Generator File,1972,,,
3396,CA,Pixar - Emeryville,59803,PXR00,0,OP,FC,NG,1.1,0.773," 7,447 "," 3,232 ",Distributed from 923 Generation And Fuel,2014,,,
3397,CA,Plant No 1 Orange County,50696,GEN1,0,OP,IC,OBG,2.5,0.593," 12,993 "," 5,444 ",Distributed from 923 Generation And Fuel,1993,,,
3398,CA,Plant No 1 Orange County,50696,GEN2,0,OP,IC,OBG,2.5,0.593," 12,993 "," 5,444 ",Distributed from 923 Generation And Fuel,1993,,,
3399,CA,Plant No 1 Orange County,50696,GEN3,0,OP,IC,OBG,2.5,0.593," 12,993 "," 5,444 ",Distributed from 923 Generation And Fuel,1993,,,
3400,CA,Plant No 2 Orange County,52099,GEN1,0,OP,IC,OBG,3.0,0.355," 9,324 "," 3,900 ",Distributed from 923 Generation And Fuel,1993,,,
3401,CA,Plant No 2 Orange County,52099,GEN2,0,OP,IC,OBG,3.0,0.355," 9,324 "," 3,900 ",Distributed from 923 Generation And Fuel,1993,,,
3402,CA,Plant No 2 Orange County,52099,GEN3,0,OP,IC,OBG,3.0,0.355," 9,324 "," 3,900 ",Distributed from 923 Generation And Fuel,1993,,,
3403,CA,Plant No 2 Orange County,52099,GEN4,0,OP,IC,OBG,3.0,0.355," 9,324 "," 3,900 ",Distributed from 923 Generation And Fuel,1993,,,
3404,CA,Plant No 2 Orange County,52099,GEN5,0,OP,IC,OBG,3.0,0.355," 9,324 "," 3,900 ",Distributed from 923 Generation And Fuel,1993,,,
3405,CA,Plant No 2 Orange County,52099,GEN6,0,OP,ST,OBG,1.0,0.157," 1,379 ", 598 ,EIA-923 Generator File,1993,,,
3406,CA,Pleasant Valley Hydro,402,1,0,OP,HY,WAT,3.2,0.072," 2,018 "," 1,193 ",Distributed from 923 Generation And Fuel,1958,,,
3407,CA,Ples I,10479,T101,0,OP,BT,GEO,5.0,0.717," 31,418 "," 13,312 ",Distributed from 923 Generation And Fuel,1990,,,
3408,CA,Ples I,10479,T102,0,OP,BT,GEO,5.0,0.717," 31,418 "," 13,312 ",Distributed from 923 Generation And Fuel,1990,,,
3409,CA,Ples I,10479,T103,0,OP,BT,GEO,5.0,0.717," 31,418 "," 13,312 ",Distributed from 923 Generation And Fuel,1990,,,
3410,CA,Poe,272,1,0,OP,HY,WAT,71.4,0.250," 156,492 "," 58,079 ",Distributed from 923 Generation And Fuel,1958,,,
3411,CA,Poe,272,2,0,OP,HY,WAT,71.4,0.250," 156,492 "," 58,079 ",Distributed from 923 Generation And Fuel,1958,,,
3412,CA,Ponderosa Bailey Creek,10709,GEN1,0,OP,HY,WAT,1.1,0.066, 632 , 374 ,Distributed from 923 Generation And Fuel,1990,,,
3413,CA,Poole,353,1,0,OP,HY,WAT,11.3,0.214," 21,226 "," 12,550 ",Distributed from 923 Generation And Fuel,1924,,,
3414,CA,Portal,354,1,0,OP,HY,WAT,10.8,0.242," 22,880 "," 13,528 ",Distributed from 923 Generation And Fuel,1956,,,
3415,CA,Porterville 6 and 7,59219,PV1,0,OP,PV,SUN,1.5,0.089," 1,165 ", 674 ,Distributed from 923 Generation And Fuel,2014,,,
3416,CA,Porterville 6 and 7,59219,PV2,0,OP,PV,SUN,1.5,0.089," 1,165 ", 674 ,Distributed from 923 Generation And Fuel,2014,,,
3417,CA,Porterville Solar,58309,1,0,OP,PV,SUN,1.0,0.228," 1,994 "," 1,056 ",Distributed from 923 Generation And Fuel,2014,,,
3418,CA,Porterville Solar,58309,2,0,OP,PV,SUN,1.0,0.228," 1,994 "," 1,056 ",Distributed from 923 Generation And Fuel,2014,,,
3419,CA,Porterville Solar,58309,5,0,OP,PV,SUN,1.5,0.228," 2,991 "," 1,584 ",Distributed from 923 Generation And Fuel,2014,,,
3420,CA,Portola,6524,1,0,RE,IC,DFO,2.0,,,,,1965,2007,,
3421,CA,Portola,6524,2,0,RE,IC,DFO,2.0,,,,,1965,2007,,
3422,CA,Portola,6524,3,0,RE,IC,DFO,2.0,,,,,1965,2007,,
3423,CA,Potrero Hills Energy Producers,59952,1,0,U,IC,LFG,1.6,,,,,2016,,,
3424,CA,Potrero Hills Energy Producers,59952,2,0,U,IC,LFG,1.6,,,,,2016,,,
3425,CA,Potrero Hills Energy Producers,59952,3,0,U,IC,LFG,1.6,,,,,2016,,,
3426,CA,Potrero Hills Energy Producers,59952,4,0,U,IC,LFG,1.6,,,,,2016,,,
3427,CA,Potrero Hills Energy Producers,59952,5,0,U,IC,LFG,1.6,,,,,2016,,,
3428,CA,Potter Valley,274,1,0,OP,HY,WAT,4.4,0.137," 5,283 "," 3,124 ",Distributed from 923 Generation And Fuel,1939,,,
3429,CA,Potter Valley,274,2,0,OP,HY,WAT,2.0,0.137," 2,401 "," 1,420 ",Distributed from 923 Generation And Fuel,1910,,,
3430,CA,Potter Valley,274,3,0,OP,HY,WAT,3.0,0.137," 3,602 "," 2,130 ",Distributed from 923 Generation And Fuel,1917,,,
3431,CA,Power Generation Station (PGS) 2,57696,1,0,OP,GT,OBG,4.6,0.758," 30,559 "," 12,760 ",Distributed from 923 Generation And Fuel,2011,,,
3432,CA,Powhatan Solar Power Generation Station 1 LLC,58611,1,0,OP,PV,SUN,1.5,0.313," 4,118 "," 2,180 ",Distributed from 923 Generation And Fuel,2013,,,
3433,CA,"PPG Industries, Inc. Works 15",58053,IG#2,0,SB,IC,DFO,0.9,0.002, 13 , 6 ,Distributed from 923 Generation And Fuel,1992,,,
3434,CA,"PPG Industries, Inc. Works 15",58053,OG#1,0,SB,IC,DFO,1.3,0.002, 19 , 9 ,Distributed from 923 Generation And Fuel,2000,,,
3435,CA,"PPG Industries, Inc. Works 15",58053,OG#3,0,SB,IC,DFO,1.1,0.002, 16 , 8 ,Distributed from 923 Generation And Fuel,1983,,,
3436,CA,PRC-Desoto Intl/PPG Aerospace,58085,CATR1,0,SB,IC,DFO,0.5,,,,,1999,,,
3437,CA,PRC-Desoto Intl/PPG Aerospace,58085,CATR2,0,SB,IC,DFO,1.0,,,,,2000,,,
3438,CA,Prima Plant,55601,UNT1,0,OP,IC,LFG,3.0,0.802," 21,083 "," 8,803 ",Distributed from 923 Generation And Fuel,1999,,,
3439,CA,Prima Plant,55601,UNT2,0,OP,IC,LFG,3.0,0.802," 21,083 "," 8,803 ",Distributed from 923 Generation And Fuel,1999,,,
3440,CA,Puente Hills Energy Recovery,10472,GEN1,2,OP,ST,LFG,50.0,0.815," 356,834 "," 159,741 ",EIA-923 Generator File,1986,,,
3441,CA,Puente Hills Energy Recovery,10472,GEN2,0,RE,GT,LFG,2.8,,,,,1984,2013,,
3442,CA,Puente Hills Energy Recovery,10472,GEN3,0,OP,IC,LFG,3.3,0.282," 8,160 "," 1,251 ",Distributed from 923 Generation And Fuel,2006,,,
3443,CA,Puente Hills Energy Recovery,10472,GEN4,0,OP,IC,LFG,3.3,0.282," 8,160 "," 1,251 ",Distributed from 923 Generation And Fuel,2006,,,
3444,CA,Puente Hills Energy Recovery,10472,GEN5,0,OP,IC,LFG,3.3,0.282," 8,160 "," 1,251 ",Distributed from 923 Generation And Fuel,2006,,,
3445,CA,Pulp Mill Power House,10074,GEN1,1,OS,ST,BLQ,20.0,,,,,1965,,,
3446,CA,Pumpjack Solar I,59322,GEN1,0,TS,PV,SUN,20.0,,,,,2015,,,
3447,CA,Putah Creek Solar Farm,59550,PCSF,0,OP,PV,SUN,2.0,0.002, 39 , -   ,Distributed from 923 Generation And Fuel,2014,,,
3448,CA,Q Plant,59457,Q-TG1,0,OP,GT,NG,4.6,0.909," 36,613 "," 15,890 ",Distributed from 923 Generation And Fuel,2013,,,
3449,CA,Quinto Solar PV Project,59339,SSC13,0,U,PV,SUN,108.0,,,,,2016,,,
3450,CA,R C Kirkwood,382,1,0,OP,HY,WAT,39.5,0.309," 107,021 "," 53,617 ",Distributed from 923 Generation And Fuel,1967,,,
3451,CA,R C Kirkwood,382,2,0,OP,HY,WAT,39.5,0.309," 107,021 "," 53,617 ",Distributed from 923 Generation And Fuel,1967,,,
3452,CA,R C Kirkwood,382,3,0,OP,HY,WAT,36.5,0.309," 98,893 "," 49,545 ",Distributed from 923 Generation And Fuel,1987,,,
3453,CA,R E Badger Filtration Plant,50147,1,0,OP,HY,WAT,1.4,,,,,1987,,,
3454,CA,Radiance Solar 4,58354,1,0,OP,PV,SUN,1.5,0.263," 3,451 "," 1,827 ",Distributed from 923 Generation And Fuel,2013,,,
3455,CA,Radiance Solar 5,58355,1,0,OP,PV,SUN,1.5,0.264," 3,475 "," 1,840 ",Distributed from 923 Generation And Fuel,2013,,,
3456,CA,Ralston,427,1,0,OP,HY,WAT,79.2,0.289," 200,529 "," 118,568 ",Distributed from 923 Generation And Fuel,1966,,,
3457,CA,Ramona 1,58909,RAM1,0,OP,PV,SUN,2.0,0.252," 4,408 "," 2,334 ",Distributed from 923 Generation And Fuel,2013,,,
3458,CA,Ramona 2,58911,RAM2,0,OP,PV,SUN,5.0,0.241," 10,570 "," 5,596 ",Distributed from 923 Generation And Fuel,2013,,,
3459,CA,Rancho Cucamonga Dist #1,59540,2,0,V,PV,SUN,1.8,,,,,2015,,,
3460,CA,Rancho Penasquitos,56615,G100,0,OP,HY,WAT,4.6,0.460," 18,530 "," 10,956 ",Distributed from 923 Generation And Fuel,2007,,,
3461,CA,Rancho Seco Solar,529,1,0,RE,PV,SUN,1.0,,,,,1984,2013,,
3462,CA,Rancho Seco Solar,529,2,0,RE,PV,SUN,1.0,,,,,1986,2013,,
3463,CA,RCWMD Badlands Landfill Gas Project,55820,GEN1,0,OP,IC,LFG,1.3,0.164," 1,873 ", 782 ,Distributed from 923 Generation And Fuel,2001,,,
3464,CA,RCWMD Badlands Landfill Gas Project,55820,GEN2,0,IP,IC,LFG,1.2,,,,,,,,
3465,CA,"RE Adams East, LLC",58984,1,0,OP,PV,SUN,19.0,0.009," 1,541 ", -   ,Distributed from 923 Generation And Fuel,2014,,,
3466,CA,RE Astoria,59976,ASTR1,0,T,PV,SUN,100.0,,,,,2016,,,
3467,CA,RE Astoria 2,59977,ASTR2,0,T,PV,SUN,75.0,,,,,2016,,,
3468,CA,RE Bruceville 1,57783,BRU1,0,OP,PV,SUN,5.0,0.264," 11,564 "," 6,123 ",Distributed from 923 Generation And Fuel,2012,,,
3469,CA,RE Bruceville 2,57784,BRU2,0,OP,PV,SUN,5.0,0.270," 11,841 "," 6,269 ",Distributed from 923 Generation And Fuel,2012,,,
3470,CA,RE Bruceville 3,57785,BRU3,0,OP,PV,SUN,5.0,0.266," 11,651 "," 6,169 ",Distributed from 923 Generation And Fuel,2012,,,
3471,CA,RE Camelot LLC,58983,1,0,OP,PV,SUN,45.0,,,,,2014,,,
3472,CA,"RE Columbia Two, LLC",58990,1,0,OP,PV,SUN,15.0,0.014," 1,858 ", -   ,Distributed from 923 Generation And Fuel,2014,,,
3473,CA,RE Dillard 1,57777,DL1,0,OP,PV,SUN,3.0,0.275," 7,239 "," 3,833 ",Distributed from 923 Generation And Fuel,2012,,,
3474,CA,RE Dillard 2,57779,DIL2,0,OP,PV,SUN,3.0,0.266," 6,982 "," 3,697 ",Distributed from 923 Generation And Fuel,2012,,,
3475,CA,RE Dillard 3,57781,DIL3,0,OP,PV,SUN,3.0,0.263," 6,922 "," 3,665 ",Distributed from 923 Generation And Fuel,2012,,,
3476,CA,RE Dillard 4,57806,DIL4,0,OP,PV,SUN,0.4,0.240, 841 , 445 ,Distributed from 923 Generation And Fuel,2012,,,
3477,CA,RE Kammerer 1,57778,KAM1,0,OP,PV,SUN,5.0,0.274," 11,988 "," 6,347 ",Distributed from 923 Generation And Fuel,2012,,,
3478,CA,RE Kammerer 2,57780,KAM2,0,OP,PV,SUN,5.0,0.271," 11,886 "," 6,293 ",Distributed from 923 Generation And Fuel,2012,,,
3479,CA,RE Kammerer 3,57782,KAM3,0,OP,PV,SUN,5.0,0.019, 841 , 445 ,Distributed from 923 Generation And Fuel,2012,,,
